time,dhi_pyr,ghi_pyr_1,ghi_pyr_2,air_temperature,relative_humidity,barometric_pressure,precipitation,wind_speed,wind_from_direction,gti_clean,gti_soil,gti_monthly,sensor_cleaning
2020-01-02 00:00:00,0.0,0.0,0.0,24.41,88.63,1006.33,0.0,0.57,342.18,0.0,0.0,0.0,0.0
2020-01-02 00:15:00,0.0,0.0,0.0,24.37,88.97,1006.2,0.0,0.47,351.74,0.0,0.0,0.0,0.0
2020-01-02 00:30:00,0.0,0.0,0.0,24.22,89.8,1006.15,0.0,0.24,327.94,0.0,0.0,0.0,0.0
2020-01-02 00:45:00,0.0,0.0,0.0,24.16,90.71,1005.97,0.0,0.87,334.78,0.0,0.0,0.0,0.0
2020-01-02 01:00:00,0.0,0.0,0.0,24.33,88.98,1005.79,0.0,1.07,337.6,0.0,0.0,0.0,0.0
2020-01-02 01:15:00,0.0,0.0,0.0,24.67,88.07,1005.68,0.0,1.18,349.29,0.0,0.0,0.0,0.0
2020-01-02 01:30:00,0.0,0.0,0.0,24.8,86.44,1005.69,0.0,1.05,358.33,0.0,0.0,0.0,0.0
2020-01-02 01:45:00,0.0,0.0,0.0,24.77,87.25,1005.64,0.0,1.59,349.09,0.0,0.0,0.0,0.0
2020-01-02 02:00:00,0.0,0.0,0.0,24.57,87.75,1005.53,0.0,0.88,358.3,0.0,0.0,0.0,0.0
2020-01-02 02:15:00,0.0,0.0,0.0,24.61,87.64,1005.44,0.0,1.08,344.53,0.0,0.0,0.0,0.0
2020-01-02 02:30:00,0.0,0.0,0.0,24.86,86.84,1005.41,0.0,1.34,355.56,0.0,0.0,0.0,0.0
2020-01-02 02:45:00,0.0,0.0,0.0,24.83,86.75,1005.36,0.0,1.29,348.38,0.0,0.0,0.0,0.0
2020-01-02 03:00:00,0.0,0.0,0.0,24.91,86.96,1005.37,0.0,1.69,358.17,0.0,0.0,0.0,0.0
2020-01-02 03:15:00,0.0,0.0,0.0,24.85,86.13,1005.29,0.0,1.31,355.73,0.0,0.0,0.0,0.0
2020-01-02 03:30:00,0.0,0.0,0.0,24.81,86.38,1005.2,0.0,1.55,346.68,0.0,0.0,0.0,0.0
2020-01-02 03:45:00,0.0,0.0,0.0,24.8,86.76,1005.09,0.0,1.22,359.95,0.0,0.0,0.0,0.0
2020-01-02 04:00:00,0.0,0.0,0.0,24.79,87.0,1005.17,0.0,1.0,341.45,0.0,0.0,0.0,0.0
2020-01-02 04:15:00,0.0,0.0,0.0,24.72,87.04,1005.27,0.0,0.95,351.89,0.0,0.0,0.0,0.0
2020-01-02 04:30:00,0.0,0.0,0.0,24.63,87.63,1005.43,0.0,1.33,353.75,0.0,0.0,0.0,0.0
2020-01-02 04:45:00,0.0,0.0,0.0,24.8,87.27,1005.52,0.0,1.54,358.67,0.0,0.0,0.0,0.0
2020-01-02 05:00:00,0.0,0.0,0.0,24.85,87.65,1005.59,0.0,1.52,359.55,0.0,0.0,0.0,0.0
2020-01-02 05:15:00,0.0,0.0,0.0,24.92,87.32,1005.7,0.0,2.0,354.17,0.0,0.0,0.0,0.0
2020-01-02 05:30:00,0.0,0.0,0.0,24.95,87.19,1005.79,0.0,1.6,352.97,0.0,0.0,0.0,0.0
2020-01-02 05:45:00,0.0,0.0,0.0,24.89,87.19,1005.95,0.0,1.76,352.01,0.0,0.0,0.0,0.0
2020-01-02 06:00:00,0.0,0.0,0.0,24.84,87.38,1006.13,0.0,1.61,343.62,0.0,0.0,0.0,0.0
2020-01-02 06:15:00,8.58,11.38,10.52,24.86,87.47,1006.26,0.0,1.12,357.06,12.15,12.02,12.06,0.0
2020-01-02 06:30:00,17.82,48.07,45.34,25.48,87.08,1006.48,0.0,1.37,352.8,50.24,48.65,49.53,0.0
2020-01-02 06:45:00,26.41,98.85,94.91,26.47,84.57,1006.83,0.0,1.08,351.83,106.63,104.16,105.75,0.0
2020-01-02 07:00:00,34.88,156.99,152.53,26.73,81.01,1007.07,0.0,0.95,356.59,172.64,167.29,169.56,0.0
2020-01-02 07:15:00,40.53,217.16,212.47,27.23,81.3,1007.09,0.0,1.25,355.36,240.44,234.05,236.87,0.0
2020-01-02 07:30:00,47.15,279.46,274.89,27.58,80.26,1007.33,0.0,1.62,356.44,310.69,303.54,306.78,0.0
2020-01-02 07:45:00,49.26,346.04,341.66,28.5,78.51,1007.42,0.0,1.46,356.76,384.88,377.11,380.68,0.0
2020-01-02 08:00:00,55.33,406.99,403.06,28.51,77.39,1007.42,0.0,1.99,342.44,451.57,443.64,447.3,0.0
2020-01-02 08:15:00,68.22,482.51,478.5,28.78,77.09,1007.52,0.0,2.19,359.51,533.86,525.73,529.56,0.0
2020-01-02 08:30:00,113.43,570.85,567.21,29.2,74.13,1007.59,0.0,2.44,358.0,631.08,623.15,626.99,0.0
2020-01-02 08:45:00,98.97,614.32,611.79,29.6,71.72,1007.65,0.0,2.95,359.61,676.7,668.43,672.41,0.0
2020-01-02 09:00:00,87.38,644.92,642.6,29.74,69.97,1007.66,0.0,2.14,356.14,706.22,698.37,702.14,0.0
2020-01-02 09:15:00,81.33,701.0,699.52,29.95,67.68,1007.58,0.0,2.45,352.81,765.7,757.95,761.6,0.0
2020-01-02 09:30:00,121.81,786.63,785.85,30.14,69.68,1007.52,0.0,2.25,358.08,855.55,848.6,852.03,0.0
2020-01-02 09:45:00,144.4,814.73,813.08,30.7,66.52,1007.37,0.0,2.6,343.74,888.43,881.51,884.95,0.0
2020-01-02 10:00:00,91.57,835.12,834.71,30.54,63.99,1007.23,0.0,3.39,351.34,900.6,894.79,897.75,0.0
2020-01-02 10:15:00,174.43,909.88,906.99,31.0,62.4,1007.04,0.0,3.33,341.38,978.81,972.02,975.41,0.0
2020-01-02 10:30:00,256.06,1038.15,1036.46,31.03,60.78,1006.91,0.0,3.08,359.33,1113.71,1109.19,1111.6,0.0
2020-01-02 10:45:00,306.87,1035.89,1033.86,31.27,61.69,1006.75,0.0,3.07,340.96,1112.68,1108.08,1110.3,0.0
2020-01-02 11:00:00,222.97,1055.87,1054.66,31.47,62.76,1006.57,0.0,3.4,357.34,1129.78,1126.06,1128.27,0.0
2020-01-02 11:15:00,309.17,1103.11,1101.34,31.38,60.12,1006.36,0.0,3.1,347.79,1169.45,1165.99,1168.47,0.0
2020-01-02 11:30:00,308.04,1150.07,1151.1,31.15,60.35,1006.19,0.0,2.53,353.76,1224.16,1221.1,1223.07,0.0
2020-01-02 11:45:00,342.4,1185.39,1184.55,31.8,59.18,1005.86,0.0,3.17,63.77,1256.41,1254.65,1255.55,0.0
2020-01-02 12:00:00,348.56,1118.38,1115.73,31.1,64.83,1005.67,0.0,3.17,349.17,1182.65,1181.84,1182.99,0.0
2020-01-02 12:15:00,333.6,1162.53,1161.91,31.52,63.91,1005.53,0.0,3.56,69.99,1228.4,1228.76,1229.1,0.0
2020-01-02 12:30:00,312.4,1172.12,1168.69,29.93,68.81,1005.39,0.0,4.47,76.1,1230.95,1232.39,1232.65,0.0
2020-01-02 12:45:00,341.64,1172.54,1168.97,30.22,68.16,1005.25,0.0,4.5,85.8,1228.1,1230.21,1230.02,0.0
2020-01-02 13:00:00,296.58,930.06,925.98,30.18,68.78,1005.02,0.0,4.56,76.72,968.38,969.09,969.6,0.0
2020-01-02 13:15:00,308.05,925.92,918.99,30.47,69.2,1004.8,0.0,4.15,85.83,955.62,957.69,957.61,0.0
2020-01-02 13:30:00,238.29,1045.81,1041.92,30.67,69.9,1004.5,0.0,3.69,90.43,1091.84,1095.89,1094.87,0.0
2020-01-02 13:45:00,349.03,992.62,991.92,30.58,69.26,1004.22,0.0,4.76,87.29,1024.26,1028.85,1027.42,0.0
2020-01-02 14:00:00,338.54,1012.88,1010.04,29.59,69.64,1004.09,0.0,4.69,76.81,1049.7,1054.35,1053.46,0.0
2020-01-02 14:15:00,232.49,881.62,877.52,30.17,68.73,1003.96,0.0,4.34,83.56,912.48,918.06,916.28,0.0
2020-01-02 14:30:00,270.11,670.56,667.3,29.72,69.07,1003.72,0.0,4.29,73.93,689.55,692.49,691.97,0.0
2020-01-02 14:45:00,252.46,567.53,565.85,29.73,70.0,1003.6,0.0,2.64,60.09,594.68,599.58,598.1,0.0
2020-01-02 15:00:00,227.71,811.63,805.54,30.17,69.46,1003.54,0.0,3.28,76.27,834.17,838.76,837.99,0.0
2020-01-02 15:15:00,205.14,722.46,718.35,30.46,66.87,1003.63,0.0,2.84,356.03,754.87,760.96,759.37,0.0
2020-01-02 15:30:00,160.05,622.9,619.97,30.66,63.32,1003.68,0.0,2.78,357.72,644.85,650.93,649.17,0.0
2020-01-02 15:45:00,139.58,562.73,557.83,31.45,61.0,1003.71,0.0,1.74,353.04,580.4,586.38,584.78,0.0
2020-01-02 16:00:00,200.43,522.43,517.75,31.46,62.96,1003.86,0.0,2.63,359.9,534.88,540.99,539.54,0.0
2020-01-02 16:15:00,182.45,506.53,501.22,30.84,62.53,1003.92,0.0,2.21,355.53,521.05,527.05,525.68,0.0
2020-01-02 16:30:00,187.11,458.33,453.27,30.9,65.33,1004.06,0.0,3.17,354.62,464.82,470.83,469.52,0.0
2020-01-02 16:45:00,150.07,324.74,321.69,29.87,68.45,1004.39,0.0,2.69,73.73,316.13,321.72,320.59,0.0
2020-01-02 17:00:00,94.78,239.27,235.46,29.27,67.66,1004.6,0.0,2.21,56.21,224.74,229.54,228.75,0.0
2020-01-02 17:15:00,85.39,182.29,179.56,29.04,68.97,1004.76,0.0,2.94,67.82,168.05,171.25,171.17,0.0
2020-01-02 17:30:00,64.57,120.78,118.4,28.47,71.93,1004.84,0.0,2.35,57.9,104.18,106.54,106.17,0.0
2020-01-02 17:45:00,48.69,63.52,61.4,27.87,75.98,1004.91,0.0,1.22,47.03,52.89,54.32,53.99,0.0
2020-01-02 18:00:00,21.22,17.09,15.33,27.2,78.77,1005.05,0.0,1.5,72.87,15.78,15.9,15.89,0.0
2020-01-02 18:15:00,0.0,0.0,0.0,26.48,81.49,1005.18,0.0,0.64,345.62,0.0,0.0,0.0,0.0
2020-01-02 18:30:00,0.0,0.0,0.0,25.84,83.07,1005.31,0.0,0.33,359.57,0.0,0.0,0.0,0.0
2020-01-02 18:45:00,0.0,0.0,0.0,25.46,84.81,1005.5,0.0,0.51,356.25,0.0,0.0,0.0,0.0
2020-01-02 19:00:00,0.0,0.0,0.0,25.04,86.01,1005.57,0.0,0.48,351.28,0.0,0.0,0.0,0.0
2020-01-02 19:15:00,0.0,0.0,0.0,24.88,86.06,1005.69,0.0,0.33,339.23,0.0,0.0,0.0,0.0
2020-01-02 19:30:00,0.0,0.0,0.0,24.89,85.59,1005.85,0.0,0.83,356.43,0.0,0.0,0.0,0.0
2020-01-02 19:45:00,0.0,0.0,0.0,24.72,86.48,1005.93,0.0,0.16,355.96,0.0,0.0,0.0,0.0
2020-01-02 20:00:00,0.0,0.0,0.0,24.57,86.92,1005.95,0.0,0.44,354.46,0.0,0.0,0.0,0.0
2020-01-02 20:15:00,0.0,0.0,0.0,24.95,86.07,1006.24,0.0,0.82,342.38,0.0,0.0,0.0,0.0
2020-01-02 20:30:00,0.0,0.0,0.0,24.91,86.48,1006.29,0.0,0.36,356.66,0.0,0.0,0.0,0.0
2020-01-02 20:45:00,0.0,0.0,0.0,24.7,87.69,1006.33,0.0,0.17,327.02,0.0,0.0,0.0,0.0
2020-01-02 21:00:00,0.0,0.0,0.0,24.63,87.66,1006.27,0.0,0.54,357.04,0.0,0.0,0.0,0.0
2020-01-02 21:15:00,0.0,0.0,0.0,24.78,86.31,1006.27,0.0,0.48,359.55,0.0,0.0,0.0,0.0
2020-01-02 21:30:00,0.0,0.0,0.0,24.61,86.88,1006.32,0.0,0.28,358.2,0.0,0.0,0.0,0.0
2020-01-02 21:45:00,0.0,0.0,0.0,24.39,87.54,1006.3,0.0,0.81,342.22,0.0,0.0,0.0,0.0
2020-01-02 22:00:00,0.0,0.0,0.0,24.3,87.21,1006.38,0.0,0.16,86.72,0.0,0.0,0.0,0.0
2020-01-02 22:15:00,0.0,0.0,0.0,24.33,86.88,1006.42,0.0,0.05,55.96,0.0,0.0,0.0,0.0
2020-01-02 22:30:00,0.0,0.0,0.0,24.27,86.96,1006.29,0.0,0.44,346.53,0.0,0.0,0.0,0.0
2020-01-02 22:45:00,0.0,0.0,0.0,24.15,86.62,1006.31,0.0,0.27,354.71,0.0,0.0,0.0,0.0
2020-01-02 23:00:00,0.0,0.0,0.0,24.15,86.79,1006.28,0.0,0.11,61.92,0.0,0.0,0.0,0.0
2020-01-02 23:15:00,0.0,0.0,0.0,24.25,86.3,1006.37,0.0,0.09,356.38,0.0,0.0,0.0,0.0
2020-01-02 23:30:00,0.0,0.0,0.0,24.26,86.77,1006.36,0.0,1.01,73.95,0.0,0.0,0.0,0.0
2020-01-02 23:45:00,0.0,0.0,0.0,23.98,88.44,1006.36,0.0,0.3,336.21,0.0,0.0,0.0,0.0
2020-01-03 00:00:00,0.0,0.0,0.0,27.08,86.88,1004.71,0.0,3.9,88.46,0.0,0.0,0.0,0.0
2020-01-03 00:15:00,0.0,0.0,0.0,26.96,86.44,1004.51,0.0,3.92,87.58,0.0,0.0,0.0,0.0
2020-01-03 00:30:00,0.0,0.0,0.0,27.07,85.9,1004.29,0.0,4.75,86.7,0.0,0.0,0.0,0.0
2020-01-03 00:45:00,0.0,0.0,0.0,27.18,86.04,1004.14,0.0,5.0,85.38,0.0,0.0,0.0,0.0
2020-01-03 01:00:00,0.0,0.0,0.0,27.2,85.33,1003.97,0.0,4.51,83.62,0.0,0.0,0.0,0.0
2020-01-03 01:15:00,0.0,0.0,0.0,27.11,85.49,1003.85,0.0,4.32,84.51,0.0,0.0,0.0,0.0
2020-01-03 01:30:00,0.0,0.0,0.0,27.13,86.05,1003.75,0.0,4.27,87.04,0.0,0.0,0.0,0.0
2020-01-03 01:45:00,0.0,0.0,0.0,26.95,88.12,1003.62,0.0,2.66,73.48,0.0,0.0,0.0,0.0
2020-01-03 02:00:00,0.0,0.0,0.0,26.9,88.63,1003.44,0.0,3.35,75.26,0.0,0.0,0.0,0.0
2020-01-03 02:15:00,0.0,0.0,0.0,27.14,86.84,1003.26,0.0,4.57,79.94,0.0,0.0,0.0,0.0
2020-01-03 02:30:00,0.0,0.0,0.0,26.97,88.86,1003.11,0.0,5.51,73.94,0.0,0.0,0.0,0.0
2020-01-03 02:45:00,0.0,0.0,0.0,25.84,93.05,1002.87,0.0,4.62,81.54,0.0,0.0,0.0,0.0
2020-01-03 03:00:00,0.0,0.0,0.0,25.42,94.29,1002.9,0.2,5.02,80.15,0.0,0.0,0.0,0.0
2020-01-03 03:15:00,0.0,0.0,0.0,25.25,94.18,1002.88,0.0,4.59,75.37,0.0,0.0,0.0,0.0
2020-01-03 03:30:00,0.0,0.0,0.0,25.29,93.75,1002.8,0.0,3.84,72.5,0.0,0.0,0.0,0.0
2020-01-03 03:45:00,0.0,0.0,0.0,25.31,92.69,1002.81,0.0,2.75,69.04,0.0,0.0,0.0,0.0
2020-01-03 04:00:00,0.0,0.0,0.0,25.88,93.09,1002.84,0.0,3.84,63.37,0.0,0.0,0.0,0.0
2020-01-03 04:15:00,0.0,0.0,0.0,26.22,86.98,1002.91,0.0,4.1,71.48,0.0,0.0,0.0,0.0
2020-01-03 04:30:00,0.0,0.0,0.0,26.29,86.35,1002.96,0.0,4.21,69.18,0.0,0.0,0.0,0.0
2020-01-03 04:45:00,0.0,0.0,0.0,26.34,85.27,1003.11,0.0,4.87,71.05,0.0,0.0,0.0,0.0
2020-01-03 05:00:00,0.0,0.0,0.0,26.37,85.49,1003.16,0.0,4.5,73.68,0.0,0.0,0.0,0.0
2020-01-03 05:15:00,0.0,0.0,0.0,26.47,83.83,1003.38,0.0,4.39,68.07,0.0,0.0,0.0,0.0
2020-01-03 05:30:00,0.0,0.0,0.0,26.44,84.24,1003.63,0.0,4.1,74.87,0.0,0.0,0.0,0.0
2020-01-03 05:45:00,0.0,0.0,0.0,26.66,83.55,1003.81,0.0,5.19,82.37,0.0,0.0,0.0,0.0
2020-01-03 06:00:00,0.0,0.0,0.0,26.66,82.13,1004.03,0.0,4.62,69.3,0.0,0.0,0.0,0.0
2020-01-03 06:15:00,15.3,20.88,19.54,26.7,82.6,1004.26,0.0,4.29,75.84,19.58,19.23,19.46,0.0
2020-01-03 06:30:00,61.38,94.05,91.43,26.85,81.82,1004.43,0.0,4.25,72.96,88.03,86.1,87.42,0.0
2020-01-03 06:45:00,61.04,114.71,111.66,27.06,82.68,1004.61,0.0,3.86,76.98,106.92,104.75,106.25,0.0
2020-01-03 07:00:00,110.76,168.32,165.75,27.15,82.31,1004.76,0.0,4.81,73.28,161.23,157.32,159.13,0.0
2020-01-03 07:15:00,172.1,351.54,346.17,27.85,81.01,1004.96,0.0,5.3,71.52,354.27,348.06,351.16,0.0
2020-01-03 07:30:00,160.27,392.89,389.11,27.96,80.15,1005.11,0.0,5.5,77.27,408.68,401.64,405.16,0.0
2020-01-03 07:45:00,132.83,401.55,399.67,28.23,77.04,1005.2,0.0,5.17,71.9,414.48,407.32,410.9,0.0
2020-01-03 08:00:00,138.21,505.51,502.87,28.33,76.34,1005.29,0.0,5.57,76.87,523.32,515.59,519.41,0.0
2020-01-03 08:15:00,124.9,534.09,532.15,28.58,76.02,1005.39,0.0,5.17,81.34,557.52,549.74,553.68,0.0
2020-01-03 08:30:00,194.02,657.02,654.16,28.64,75.9,1005.42,0.0,5.36,81.42,674.3,666.51,670.42,0.0
2020-01-03 08:45:00,287.73,737.71,735.39,29.09,75.66,1005.39,0.0,5.79,76.89,758.79,750.94,754.99,0.0
2020-01-03 09:00:00,173.31,716.65,716.23,28.88,74.8,1005.41,0.0,5.89,79.23,747.6,740.04,744.22,0.0
2020-01-03 09:15:00,209.03,800.79,799.77,28.87,73.07,1005.51,0.0,6.94,77.43,835.11,827.69,831.96,0.0
2020-01-03 09:30:00,258.71,910.82,910.99,29.19,73.51,1005.58,0.0,7.04,77.01,938.32,931.42,935.54,0.0
2020-01-03 09:45:00,364.73,977.59,976.07,29.01,75.88,1005.65,0.0,6.85,80.68,1011.46,1006.68,1009.93,0.0
2020-01-03 10:00:00,343.93,1064.6,1066.31,29.78,72.85,1005.67,0.0,6.75,83.41,1100.77,1093.85,1097.91,0.0
2020-01-03 10:15:00,351.4,1086.22,1084.88,29.81,73.65,1005.57,0.0,6.31,83.61,1102.23,1096.92,1100.36,0.0
2020-01-03 10:30:00,375.64,975.43,974.92,29.8,72.12,1005.51,0.0,6.17,79.68,1007.9,1002.88,1006.43,0.0
2020-01-03 10:45:00,367.79,1016.65,1015.96,29.47,72.08,1005.31,0.0,6.62,75.67,1030.58,1026.69,1029.61,0.0
2020-01-03 11:00:00,242.17,1056.83,1056.69,29.34,72.1,1005.15,0.0,6.42,77.28,1104.53,1100.95,1103.89,0.0
2020-01-03 11:15:00,252.88,1083.5,1082.16,29.69,70.86,1004.96,0.0,6.32,78.01,1119.79,1117.65,1119.91,0.0
2020-01-03 11:30:00,298.54,1117.08,1116.09,29.39,71.85,1004.79,0.0,6.44,81.3,1139.5,1138.16,1140.12,0.0
2020-01-03 11:45:00,315.75,1159.68,1160.2,29.73,71.31,1004.69,0.0,7.51,83.87,1187.0,1186.99,1188.38,0.0
2020-01-03 12:00:00,344.17,1231.04,1231.33,29.82,72.54,1004.43,0.0,5.75,77.03,1249.27,1249.76,1250.6,0.0
2020-01-03 12:15:00,403.06,1154.64,1153.72,29.54,73.93,1004.32,0.0,6.76,80.18,1178.69,1180.37,1181.31,0.0
2020-01-03 12:30:00,184.0,1105.07,1104.12,29.92,70.62,1004.17,0.0,5.71,85.27,1125.8,1127.82,1127.96,0.0
2020-01-03 12:45:00,152.85,1067.89,1065.52,30.14,68.82,1003.87,0.0,5.84,83.61,1082.22,1084.91,1084.59,0.0
2020-01-03 13:00:00,187.32,1059.46,1058.19,29.68,70.24,1003.79,0.0,5.77,86.91,1071.77,1075.35,1075.08,0.0
2020-01-03 13:15:00,233.81,1102.92,1101.47,29.64,69.79,1003.61,0.0,6.57,81.38,1112.15,1116.5,1115.72,0.0
2020-01-03 13:30:00,276.17,1052.61,1051.43,29.79,69.91,1003.45,0.0,5.6,86.96,1054.15,1058.81,1057.76,0.0
2020-01-03 13:45:00,262.82,1070.97,1069.6,30.19,71.47,1003.25,0.0,5.34,86.98,1077.05,1082.34,1080.84,0.0
2020-01-03 14:00:00,300.52,997.77,996.85,30.11,71.6,1003.17,0.0,6.39,92.48,1011.04,1016.69,1015.24,0.0
2020-01-03 14:15:00,203.05,936.6,935.79,29.48,71.76,1003.07,0.0,6.74,88.69,937.13,943.25,941.49,0.0
2020-01-03 14:30:00,168.36,881.98,879.89,29.42,72.31,1002.93,0.0,5.85,88.2,885.52,891.35,889.75,0.0
2020-01-03 14:45:00,236.94,854.31,853.29,29.48,73.18,1002.7,0.0,5.91,88.52,850.18,856.82,855.16,0.0
2020-01-03 15:00:00,262.99,832.41,830.47,29.58,72.81,1002.66,0.0,5.77,88.51,830.26,836.63,835.08,0.0
2020-01-03 15:15:00,193.41,757.64,755.92,29.08,73.06,1002.51,0.0,6.77,92.35,741.71,748.53,746.7,0.0
2020-01-03 15:30:00,249.04,707.09,705.46,28.91,74.79,1002.58,0.0,5.52,81.1,691.53,697.75,696.3,0.0
2020-01-03 15:45:00,238.0,580.62,576.57,28.68,73.57,1002.61,0.0,5.21,91.33,558.7,565.58,563.94,0.0
2020-01-03 16:00:00,171.67,539.3,535.28,29.09,73.18,1002.67,0.0,5.27,85.03,522.76,529.42,527.94,0.0
2020-01-03 16:15:00,180.87,501.92,497.62,29.17,72.49,1002.75,0.0,4.89,80.75,485.72,492.1,490.63,0.0
2020-01-03 16:30:00,150.06,418.05,414.73,28.72,74.69,1002.83,0.0,5.46,89.66,389.52,395.58,394.39,0.0
2020-01-03 16:45:00,141.15,371.18,367.02,28.74,74.62,1003.0,0.0,5.24,87.03,337.02,342.91,341.71,0.0
2020-01-03 17:00:00,94.67,100.33,99.65,27.89,75.34,1003.22,0.0,5.07,84.42,85.3,85.97,85.86,0.0
2020-01-03 17:15:00,63.88,91.18,89.41,27.83,75.4,1003.34,0.0,3.86,84.66,74.37,75.57,75.3,0.0
2020-01-03 17:30:00,55.76,118.4,115.15,27.89,75.5,1003.42,0.0,4.32,88.23,86.68,89.46,88.74,0.0
2020-01-03 17:45:00,55.23,94.37,92.28,27.87,75.87,1003.5,0.0,3.6,77.5,72.01,74.16,73.59,0.0
2020-01-03 18:00:00,28.12,31.05,29.76,27.51,76.82,1003.62,0.0,3.71,82.62,24.64,25.08,24.91,0.0
2020-01-03 18:15:00,0.0,0.0,0.0,27.19,77.74,1003.71,0.0,2.84,72.49,0.0,0.0,0.0,0.0
2020-01-03 18:30:00,0.0,0.0,0.0,27.05,77.99,1003.82,0.0,4.0,80.5,0.0,0.0,0.0,0.0
2020-01-03 18:45:00,0.0,0.0,0.0,26.98,79.84,1003.99,0.0,3.3,73.05,0.0,0.0,0.0,0.0
2020-01-03 19:00:00,0.0,0.0,0.0,26.8,80.0,1004.28,0.0,2.64,76.45,0.0,0.0,0.0,0.0
2020-01-03 19:15:00,0.0,0.0,0.0,26.92,79.63,1004.37,0.0,3.41,74.31,0.0,0.0,0.0,0.0
2020-01-03 19:30:00,0.0,0.0,0.0,26.88,79.15,1004.62,0.0,3.42,71.92,0.0,0.0,0.0,0.0
2020-01-03 19:45:00,0.0,0.0,0.0,26.9,79.38,1004.73,0.0,2.91,72.69,0.0,0.0,0.0,0.0
2020-01-03 20:00:00,0.0,0.0,0.0,26.87,79.18,1004.93,0.0,2.91,71.56,0.0,0.0,0.0,0.0
2020-01-03 20:15:00,0.0,0.0,0.0,26.86,79.29,1005.06,0.0,3.21,78.0,0.0,0.0,0.0,0.0
2020-01-03 20:30:00,0.0,0.0,0.0,26.86,80.2,1005.31,0.0,2.9,72.91,0.0,0.0,0.0,0.0
2020-01-03 20:45:00,0.0,0.0,0.0,26.74,81.53,1005.48,0.0,2.19,67.54,0.0,0.0,0.0,0.0
2020-01-03 21:00:00,0.0,0.0,0.0,26.75,81.33,1005.54,0.0,2.25,69.29,0.0,0.0,0.0,0.0
2020-01-03 21:15:00,0.0,0.0,0.0,26.72,81.41,1005.57,0.0,2.45,68.2,0.0,0.0,0.0,0.0
2020-01-03 21:30:00,0.0,0.0,0.0,26.65,81.41,1005.72,0.0,2.33,88.35,0.0,0.0,0.0,0.0
2020-01-03 21:45:00,0.0,0.0,0.0,26.63,82.06,1005.73,0.0,2.36,77.37,0.0,0.0,0.0,0.0
2020-01-03 22:00:00,0.0,0.0,0.0,26.64,82.15,1005.72,0.0,3.17,80.04,0.0,0.0,0.0,0.0
2020-01-03 22:15:00,0.0,0.0,0.0,26.73,79.07,1005.79,0.0,3.28,74.27,0.0,0.0,0.0,0.0
2020-01-03 22:30:00,0.0,0.0,0.0,26.64,81.15,1005.88,0.0,2.09,70.79,0.0,0.0,0.0,0.0
2020-01-03 22:45:00,0.0,0.0,0.0,26.37,82.13,1005.92,0.0,2.11,64.39,0.0,0.0,0.0,0.0
2020-01-03 23:00:00,0.0,0.0,0.0,26.38,82.33,1005.93,0.0,2.47,69.62,0.0,0.0,0.0,0.0
2020-01-03 23:15:00,0.0,0.0,0.0,26.46,81.0,1005.83,0.0,2.78,68.99,0.0,0.0,0.0,0.0
2020-01-03 23:30:00,0.0,0.0,0.0,26.34,81.29,1005.73,0.0,2.38,68.16,0.0,0.0,0.0,0.0
2020-01-03 23:45:00,0.0,0.0,0.0,26.1,83.71,1005.67,0.0,1.58,69.25,0.0,0.0,0.0,0.0
2020-01-04 00:00:00,0.0,0.0,0.0,26.95,84.78,1004.65,0.0,3.1,67.82,0.0,0.0,0.0,0.0
2020-01-04 00:15:00,0.0,0.0,0.0,26.91,84.07,1004.47,0.0,2.45,88.04,0.0,0.0,0.0,0.0
2020-01-04 00:30:00,0.0,0.0,0.0,26.66,87.66,1004.47,0.0,0.63,78.87,0.0,0.0,0.0,0.0
2020-01-04 00:45:00,0.0,0.0,0.0,26.18,88.25,1004.34,0.0,1.46,60.92,0.0,0.0,0.0,0.0
2020-01-04 01:00:00,0.0,0.0,0.0,26.08,89.11,1004.14,0.0,0.8,52.56,0.0,0.0,0.0,0.0
2020-01-04 01:15:00,0.0,0.0,0.0,26.06,89.92,1003.96,0.0,1.63,62.26,0.0,0.0,0.0,0.0
2020-01-04 01:30:00,0.0,0.0,0.0,26.18,89.43,1003.89,0.0,1.6,65.0,0.0,0.0,0.0,0.0
2020-01-04 01:45:00,0.0,0.0,0.0,26.08,89.42,1003.81,0.0,1.73,65.36,0.0,0.0,0.0,0.0
2020-01-04 02:00:00,0.0,0.0,0.0,26.28,88.86,1003.73,0.0,2.46,72.81,0.0,0.0,0.0,0.0
2020-01-04 02:15:00,0.0,0.0,0.0,26.34,88.28,1003.67,0.0,2.19,67.54,0.0,0.0,0.0,0.0
2020-01-04 02:30:00,0.0,0.0,0.0,26.42,88.01,1003.58,0.0,2.34,69.76,0.0,0.0,0.0,0.0
2020-01-04 02:45:00,0.0,0.0,0.0,26.4,88.96,1003.54,0.0,2.04,59.73,0.0,0.0,0.0,0.0
2020-01-04 03:00:00,0.0,0.0,0.0,26.29,88.58,1003.62,0.0,2.39,70.2,0.0,0.0,0.0,0.0
2020-01-04 03:15:00,0.0,0.0,0.0,26.34,87.4,1003.65,0.0,1.77,76.96,0.0,0.0,0.0,0.0
2020-01-04 03:30:00,0.0,0.0,0.0,26.21,88.76,1003.64,0.0,1.7,56.36,0.0,0.0,0.0,0.0
2020-01-04 03:45:00,0.0,0.0,0.0,26.02,89.11,1003.67,0.0,1.09,71.73,0.0,0.0,0.0,0.0
